"","RN","PN","Rdate"
"12548","CY254577","ATV88807","2016/07/29"
"765","MN299954","QED13092","2016/12/20"
"811","MN299943","QED13081","2016/12/15"
"7710","KY288895","APR73200","2016/11/02"
"5566","KY116542","APC59513","2016/10/06"
"7334","KY116646","APC59668","2016/10/05"
"1572","KY583604","AQS35102","2016/11/15"
"3707","KX916796","AOT89639","2016/06/13"
"1940","CY234881","ASB34040","2016/10/06"
"11659","MF593723","ASU55529","2016/03/22"
"11660","MF593714","ASU55520","2015/09/29"
"12517","CY254377","ATV88507","2016/06/04"
"206","KY116959","APC60069","2015/09/09"
"7189","KY115958","APC58638","2016/05/21"
"4015","KX916508","AOT89207","2016/07/05"
"10037","KY003432","AOZ81691","2016/08/28"
"3953","KX413278","ANM97197","2016/02/22"
"6114","CY208360","APG55961","2016/03/01"
"12931","CY212818","APW81142","2016/12/07"
"2407","CY254329","ATV88435","2016/04/10"
"14509","KX415096","ANM99926","2016/02/12"
"6736","CY231118","ARQ86473","2017/03/09"
"5394","KX414097","ANM98427","2016/01/19"
"15130","KX416064","ANN01379","2016/03/10"
"1889","KX414817","ANM99507","2016/02/15"
"1925","CY208201","APF45879","2016/02/10"
"1734","CY211578","APT43680","2016/08/10"
"1727","KY116374","APC59261","2016/08/10"
"1730","KY116382","APC59273","2016/08/10"
"5769","CY208296","APF46468","2016/01/29"
"14107","CY254817","ATV89155","2016/08/08"
"7711","KY288898","APR73204","2016/11/02"
"13472","MF673251","ASW34248","2016/08/11"
"554","KU590983","AMB69398","2015/10/12"
"10450","KX003413","ANE25590","2015/11/18"
"9970","KU590358","AMB68462","2015/09/28"
"9971","KU590365","AMB68462","2015/09/28"
"14784","KU591598","AMB70328","2015/10/19"
"3782","KX413609","ANM97695","2015/12/07"
"8240","KX412814","ANM96501","2015/12/13"
"12589","CY253818","ATV87669","2015/09/01"
"5102","KY044055","AOZ84818","2015/10/08"
"1447","CY253354","ATV86973","2015/07/24"
"12527","CY253754","ATV87573","2015/08/20"
"5535","KY090194","APB90830","2015/03/24"
"14042","CY253690","ATV87477","2015/09/07"
"10995","CY253290","ATV86877","2015/07/12"
"14116","CY253962","ATV87885","2015/09/03"
"10966","CY253578","ATV87309","2015/07/22"
"14094","CY254114","ATV88113","2015/08/24"
"14105","CY254082","ATV88065","2015/08/24"
"14060","CY254018","ATV87969","2015/08/18"
"10993","CY253282","ATV86865","2015/07/07"
"10991","CY253274","ATV86853","2015/06/29"
"10987","CY253266","ATV86841","2015/06/23"
"12145","CY254002","ATV87945","2015/10/07"
"10994","CY253226","ATV86781","2015/07/10"
"1481","CY254210","ATV88257","2015/11/02"
"12575","CY253210","ATV86757","2015/06/17"
"9694","CY252639","ATV85900","2015/05/06"
"1521","CY252615","ATV85864","2015/04/05"
"12525","CY253682","ATV87465","2015/08/14"
"2021","KU591055","AMB69505","2015/10/01"
"9394","KX918316","AOT91918","2016/04/26"
"4152","MF113182","ARV89924","2016/01/18"
"3652","KT844244","ALH37867","2015/07/26"
"188","KU591976","AMB70893","2015/09/07"
"4458","KT844296","ALH37949","2015/06/11"
"7785","KU589648","AMB67402","2015/07/15"
"4482","KT843797","ALH37197","2015/06/08"
"7134","KT843955","ALH37436","2015/06/12"
"12561","CY254106","ATV88101","2015/09/02"
"12528","CY253490","ATV87177","2015/08/19"
"2658","MH393245","AWN24738","2014/08/26"
"9692","CY252922","ATV86325","2015/06/30"
"12170","CY254353","ATV88471","2016/05/31"
"13120","KX003350","ANE25495","2015/07/01"
"6281","KY487318","AQN74580","2016/01/26"
"6279","KY950134","ARO85389","2016/01/11"
"4563","KX413601","ANM97671","2015/12/11"
"4562","KX413593","ANM97671","2015/12/11"
"4560","KX413577","ANM97647","2015/12/05"
"2755","KX412437","AOZ84834","2015/11/22"
"2754","KY044066","AOZ84834","2015/11/22"
"1920","KX415120","ANM99962","2016/02/04"
"4546","KU591566","AMB70280","2015/10/05"
"4543","KU591908","AMB70792","2015/10/04"
"12592","KY487132","AQN74323","2015/12/24"
"14781","KU591103","AMB69577","2015/10/08"
"9356","MK502800","QBA99016","2018/04/12"
"9335","MK401407","QAB04173","2018/03/23"
"4075","MK502560","QBA98668","2018/03/15"
"12280","MH885244","AXX75401","2018/01/22"
"3387","MK381474","AZY87037","2018/02/07"
"5802","MK400759","QAB03227","2018/03/04"
"3388","MK382001","AZY87810","2018/01/07"
"4372","MH126721","AVR42151","2018/01/20"
"4476","MH792607","AXQ12623","2018/06/04"
"2769","MH600609","AXB51648","2018/04/15"
"1862","MH126555","AVR41903","2018/01/31"
"1863","MH898024","AVR41903","2018/01/31"
"2052","MH701276","AXH80861","2018/01/31"
"15151","MH246927","AWC08280","2018/02/21"
"368","MH233366","AWB13402","2018/01/18"
"3531","MH233399","AWB13452","2018/02/14"
"15073","MK241372","AZF87471","2018/04/07"
"5253","MH131358","AVR50733","2017/12/27"
"14202","MH307311","AWI46825","2018/02/20"
"1887","MH585892","AWI46075","2018/02/09"
"1886","MH306811","AWI46075","2018/02/09"
"1802","MH082052","AVP06514","2017/12/29"
"308","MH081924","AVP06322","2017/12/23"
"12739","MH246751","AWC08016","2018/02/22"
"12481","MK869539","QCH42730","2019/01/12"
"2994","MK554970","QBF65555","2018/12/06"
"4407","MH246391","AWC07476","2018/02/08"
"14249","MH602185","AXB53968","2018/02/26"
"3396","MK502408","QBA98443","2018/02/27"
"2757","MK181796","AYW00368","2018/03/28"
"513","MH081940","AVP06346","2017/12/22"
"2965","MH358558","AWK69615","2018/03/09"
"13151","MH779060","AXP19321","2018/01/02"
"411","MH358526","AWK69567","2018/03/15"
"12414","CY261447","AUH31276","2017/11/21"
"7637","MH358742","AWK69890","2018/03/12"
"14209","MK240671","AZF86424","2018/03/14"
"9930","MH233487","AWB13584","2018/01/11"
"4136","MK401388","QAB04154","2018/05/03"
"4137","MK502632","QBA98769","2018/03/29"
"3248","MK400719","QAB03187","2018/02/06"
"13180","MK381527","AZY87090","2018/02/01"
"2152","MG914315","AKQ09862","2017/12/15"
"5150","MH885201","AXX75358","2018/01/24"
"13186","MK381533","AZY87096","2017/12/20"
"503","MH779015","AXP19276","2018/01/04"
"2844","MH294817","AWH63575","2017/12/12"
"512","MK502328","QBA98326","2018/02/05"
"13174","MK381514","AZY87077","2018/01/04"
"3702","MH885190","AXX75347","2018/01/08"
"2211","MH701540","AXH81252","2017/12/27"
"502","MH779014","AXP19275","2018/01/02"
"496","MH294708","AWH63469","2017/10/31"
"4535","MH294835","AWH63593","2017/12/13"
"13876","MK401427","QAB04193","2018/02/08"
"1858","MH701076","AXH80571","2018/01/30"
"1859","MH701084","AXH80583","2018/03/27"
"1980","MH779017","AXP19278","2017/12/30"
"13215","MK502976","QBA99271","2017/12/21"
"2056","MH701332","AXH80945","2018/02/08"
"4347","MK745048","QBS21149","2019/01/04"
"254","MH600601","AXB51636","2018/04/16"
"1801","MH082028","AVP06478","2017/12/25"
"1799","MH082011","AVP06453","2017/12/25"
"1800","MH082020","AVP06466","2017/12/25"
"7120","MG974586","AVG71707","2017/12/22"
"7531","MH358734","AWK69878","2018/03/11"
"6671","MH082404","AVP07042","2018/01/14"
"8122","MG831066","AUS93914","2017/12/16"
"5202","MH358646","AWK69746","2018/03/18"
"7537","MH601738","AXB53318","2018/01/23"
"10325","MK401417","QAB04183","2018/03/01"
"14206","MH846070","AXV44368","2018/03/14"
"8784","MK240655","AZF86399","2018/03/10"
"12497","MK400787","QAB03255","2018/01/09"
"10222","MK240944","AZF86826","2018/02/27"
"92","MH885168","AXX75325","2018/01/25"
"302","MK400714","QAB03182","2018/02/07"
"2048","MH700956","AXH80394","2018/02/18"
"6805","MH294749","AWH63510","2017/11/13"
"9267","MH778990","AXP19251","2017/12/29"
"4034","MH885198","AXX75355","2018/01/24"
"13175","MK381518","AZY87081","2018/01/22"
"14639","MK181788","AYW00356","2018/03/25"
"6121","MK401397","QAB04163","2018/02/05"
"10729","MH233519","AWB13632","2018/01/27"
"8328","MH586236","AXA19084","2018/02/13"
"14226","MH602108","AXB53855","2018/01/29"
"7368","MH586156","AXA18964","2018/02/06"
"12359","MH443652","AWQ64937","2018/01/21"
"6058","MH246519","AWC07668","2018/02/20"
"4356","MH126704","AVR42125","2018/01/10"
"10934","MH600953","AXB52163","2018/04/30"
"10931","MH600945","AXB52151","2018/04/28"
"1711","MN000848","QCW13521","2018/12/17"
"13171","MK381504","AZY87067","2018/02/05"
"13179","MK381525","AZY87088","2018/01/27"
"8340","MH307151","AWI46585","2018/03/06"
"6078","MK240857","AZF86697","2018/03/27"
"3501","MH126648","AVR42042","2018/01/30"
"12358","MH443644","AWQ64925","2018/01/21"
"10207","MH586300","AXA19180","2018/02/06"
"11409","CY264267","AUM85386","2017/11/28"
"10924","MH601938","AXB53607","2018/02/12"
"10879","CY264989","AUP48808","2017/12/15"
"3587","MH306863","AWI46153","2018/03/07"
"4525","CY265069","AUP49137","2017/11/27"
"10085","MH080139","AVP04230","2018/01/19"
"14760","MH246887","AWC08220","2018/02/22"
"13935","MH233567","AWB13704","2018/02/21"
"10133","MH600570","AXB51590","2018/04/28"
"13774","MH246839","AWC08148","2018/02/02"
"2939","MH585908","AXA18592","2018/02/04"
"10718","MH586348","AXA19252","2018/01/19"
"5854","MK898525","AKQ43534","2018/02/09"
"7242","MH586148","AXA18952","2018/02/05"
"9908","MH126316","AVR41544","2018/01/28"
"6719","MK240773","AZF86575","2018/02/05"
"14241","MH602146","AXB53912","2018/02/10"
"14234","MH602117","AXB53869","2018/02/09"
"8213","MH540933","AWX42024","2018/04/15"
"6479","MK027595","AYG77543","2018/04/02"
"14621","MH885261","AXX75418","2018/01/20"
"6441","MH126857","AVR42355","2018/01/25"
"8223","MH669747","AXF93237","2018/05/14"
"14254","MH601041","AXB52295","2018/04/10"
"4346","MH079963","AVP03966","2018/01/02"
"4392","MH246375","AWC07452","2018/02/02"
"4417","MH246415","AWC07512","2018/02/11"
"656","MH701036","AXH80513","2018/02/10"
"4528","CY265077","AUP49160","2017/12/06"
"423","MH845798","AXV43962","2018/03/24"
"6427","MH082388","AVP07018","2018/01/13"
"10758","MK181916","AYW00550","2018/03/25"
"12282","MK401420","QAB04186","2018/04/10"
"5557","MH358465","AWK69475","2018/03/15"
"8733","MH792714","AXQ12784","2018/03/12"
"5596","MH600769","AXB51887","2018/04/16"
"5586","MH601649","AXB53188","2018/02/19"
"5580","MH601625","AXB53152","2018/02/08"
"5603","MH131438","AVR50853","2017/11/07"
"13192","MK382039","AZY87848","2018/01/24"
"5071","MK241038","AZF86966","2018/03/24"
"11410","MH082840","AVP07696","2017/12/19"
"10327","MK502832","QBA99062","2018/03/28"
"13930","MH233559","AWB13692","2018/02/20"
"6477","MK240679","AZF86436","2018/03/31"
"14184","MH127337","AVR43075","2018/01/31"
"8092","MH540913","AWX41994","2018/03/06"
"3704","MH885193","AXX75350","2018/01/11"
"3944","MG974410","AVG71443","2017/12/13"
"8347","MH358755","AWK69909","2018/03/19"
"4459","MH600721","AXB51815","2018/03/28"
"4375","MH126729","AVR42163","2018/01/24"
"7998","CY265213","AUP49550","2017/12/22"
"12417","CY264163","AUM85230","2017/11/29"
"267","MK027499","AXL27721","2018/06/01"
"266","MH729413","AXL27721","2018/06/01"
"63","MH601182","AXB52503","2018/02/09"
"8604","MH233479","AWB13572","2018/02/21"
"5126","CY264497","AUM85742","2017/12/03"
"6319","MH586044","AXA18796","2018/01/03"
"6711","MH792666","AXQ12712","2018/02/27"
"6765","MH540869","AWX41929","2018/03/02"
"8313","MH127049","AVR42643","2018/01/29"
"5607","MH131486","AVR50925","2017/11/18"
"3187","MH845846","AXV44033","2018/03/12"
"10314","MH885232","AXX75389","2018/01/19"
"10322","MK401413","QAB04179","2018/02/10"
"8225","MH898341","AXY84719","2018/07/10"
"13967","MH601033","AXB52283","2018/04/25"
"2731","MH306823","AWI46093","2018/02/24"
"10735","MH233527","AWB13644","2018/02/01"
"5925","MH126801","AVR42271","2018/01/24"
"15037","MH127385","AVR43147","2018/01/30"
"14754","MH585830","AXA18475","2018/02/06"
"14979","CY260010","AUD09826","2017/11/02"
"3925","MH358614","AWK69699","2018/03/11"
"9157","MH082668","AVP07438","2017/12/19"
"5455","CY264997","AUP48864","2017/12/11"
"9939","MH233495","AWB13596","2018/02/12"
"14194","MH443684","AWQ64985","2018/01/16"
"10527","MH779054","AXP19315","2018/01/03"
"5381","MH126785","AVR42247","2018/01/27"
"8212","MH540925","AWX42012","2018/04/11"
"2709","MH126569","AVR41923","2018/01/29"
"2853","MK502360","QBA98373","2018/03/15"
"9922","MH443580","AWQ64832","2018/01/19"
"2935","MH585900","AXA18580","2018/02/02"
"6450","MH586068","AXA18832","2018/02/12"
"8105","MK240624","AZF86352","2018/03/31"
"5708","MK960572","QCT08788","2019/02/20"
"1988","MK363435","AZS63690","2018/10/30"
"2855","MK743226","QBS18825","2019/01/09"
"4420","MH246423","AWC07524","2018/02/12"
"9954","MH358774","AWK69938","2018/03/29"
"271","MK181827","AYW00415","2018/09/04"
"5685","MK576227","QBH70356","2018/11/01"
"279","MK363611","AZS63955","2018/09/12"
"5604","MK265419","AZJ60536","2018/10/21"
"6790","MK677126","QBP38669","2018/11/24"
"6789","MK474664","QAY27160","2018/11/22"
"9220","MK857316","QBS21905","2018/12/01"
"9219","MK745552","QBS21905","2018/12/01"
"3309","MK398623","QAB01837","2018/10/22"
"3784","MK363475","AZS63750","2018/10/18"
"5469","MK555026","QBF65639","2018/12/19"
"8747","MH792722","AXQ12796","2018/03/16"
"13811","MH601017","AXB52259","2018/04/21"
"505","MH885172","AXX75329","2018/01/09"
"7314","CY264806","AUP48231","2017/12/08"
"10118","MH358790","AWK69962","2018/03/26"
"7983","CY261543","AUH31519","2017/11/22"
"41","MH126377","AVR41635","2018/02/01"
"3642","MH600668","AXB51736","2018/04/10"
"6770","MH600817","AXB51959","2018/03/22"
"7755","MH080107","AVP04182","2018/01/16"
"2203","MH701412","AXH81064","2018/01/13"
"13921","MH233546","AWB13673","2018/02/04"
"12279","MH885242","AXX75399","2018/01/18"
"4533","MH079979","AVP03990","2017/12/24"
"657","MH701044","AXH80525","2018/02/16"
"655","MH701028","AXH80501","2018/02/05"
"654","MH701020","AXH80489","2018/01/30"
"510","CY265125","AUP49353","2017/12/11"
"202","MH601233","AXB52577","2018/01/22"
"6068","MH306999","AWI46357","2018/03/05"
"7184","MH845966","AXV44212","2018/03/24"
"5223","MH601483","AXB52944","2018/02/04"
"14786","MH601113","AXB52403","2018/04/10"
"14278","MK503032","QBA99355","2018/02/08"
"14157","MH083011","AVP07953","2018/01/17"
"12713","MH127189","AVR42853","2018/01/26"
"3303","MH540797","AWX41821","2018/03/06"
"3717","CY255965","ATX61056","2017/10/15"
"3291","MK240646","AZF86385","2018/02/09"
"14648","MH601073","AXB52343","2018/03/31"
"2060","MH701364","AXH80993","2018/01/17"
"13875","MK401426","QAB04192","2018/02/06"
"5797","MH885264","AXX75421","2018/02/08"
"3686","MH294829","AWH63587","2017/12/19"
"8256","MH779040","AXP19301","2018/01/03"
"13123","MH294766","AWH63527","2017/08/30"
"3504","MH126657","AVR42055","2018/01/30"
"14623","MH358902","AWK70130","2018/03/12"
"13926","MH233551","AWB13680","2018/02/05"
"13802","MK240996","AZF86905","2018/01/25"
"10040","MH131614","AVR51117","2017/11/18"
"7371","MH586164","AXA18976","2018/02/08"
"3619","MH358598","AWK69675","2018/03/29"
"13947","MH307303","AWI46813","2018/03/12"
"7554","MH540901","AWX41976","2018/04/11"
"14993","MH083148","AVP08158","2017/12/31"
"3688","MH729477","AXL27817","2018/05/24"
"5691","MK839731","QCF43188","2019/01/18"
"9147","MH082660","AVP07426","2017/12/16"
"7230","MH126953","AVR42499","2018/01/21"
"14632","MH358914","AWK70148","2018/03/18"
"4514","CY264315","AUM85458","2017/11/25"
"1855","MH126545","AVR41887","2018/01/25"
"1851","MH126529","AVR41863","2018/01/25"
"3534","MH233407","AWB13464","2018/02/15"
"1793","MG830914","AUS93686","2017/12/26"
"1794","MG830921","AUS93697","2017/12/26"
"1792","MG830905","AUS93672","2017/12/26"
"1790","MG830898","AUS93662","2017/12/26"
"10323","MK401415","QAB04181","2018/02/12"
"7256","MH246591","AWC07776","2018/02/23"
"135","MH898000","AWC07260","2018/02/20"
"134","MH246247","AWC07260","2018/02/20"
"10927","MH601977","AXB53664","2018/02/26"
"5175","MH126761","AVR42211","2018/02/01"
"5795","MH885205","AXX75362","2018/01/06"
"7187","MH600554","AXB51565","2018/04/16"
"13913","MH127313","AVR43039","2018/01/25"
"12404","CY260034","AUD09884","2017/10/31"
"4558","MK624171","QBL91528","2018/12/20"
"4352","MK744280","QBS20086","2019/01/12"
"4139","MK636019","QBM12560","2018/12/18"
"4140","MK576226","QBH70355","2019/01/04"
"15023","MK244787","AZG02626","2018/10/15"
"3755","MK869139","QCH42142","2019/02/03"
"10331","MK743714","QBS19526","2019/01/19"
"2073","MK633513","QCO72419","2018/11/02"
"14440","MK244851","AZG02722","2018/09/21"
"4539","MK363702","AZS64090","2018/10/28"
"276","MK181835","AYW00427","2018/09/13"
"14444","MK624606","QBL92181","2018/10/26"
"1975","MK363443","AZS63702","2018/10/11"
"4550","MK474853","QAY27443","2018/11/26"
"4511","MK244835","AZG02698","2018/09/26"
"13969","MK474915","QAY27536","2018/12/02"
"12480","MK763848","QBX92489","2019/01/08"
"13971","MK624579","QBL92140","2018/12/20"
"2920","MK744840","QBS20838","2019/01/13"
"4526","MK292601","AZL96868","2018/10/15"
"7671","MK623180","QBL90139","2018/12/12"
"7670","MK623172","QBL90127","2018/12/08"
"7664","MK398469","QAB01606","2018/11/15"
"7676","MK624387","QBL91852","2018/12/27"
"7677","MN001969","QBL91852","2018/12/27"
"9291","MH885267","AXX75424","2018/03/29"
"9911","MH127081","AVR42691","2018/01/29"
"5374","MH080027","AVP04062","2018/01/17"
"2212","MH701556","AXH81275","2018/01/03"
"2206","MH701468","AXH81145","2018/01/07"
"8191","MK027621","AYG77582","2018/03/11"
"14483","MH080251","AVP04398","2018/01/12"
"2059","MH701356","AXH80981","2018/01/12"
"10227","MK240608","AZF86328","2018/03/19"
"6085","MH898256","AXY84593","2018/02/23"
"66","MH601210","AXB52544","2018/02/13"
"6815","MK502728","QBA98910","2018/01/31"
"3286","MK240928","AZF86803","2018/01/25"
"6675","MH126888","AVR42402","2018/01/23"
"4484","MH898181","AXY84480","2018/06/24"
"5231","MH601539","AXB53026","2018/02/21"
"6842","MH082436","AVP07090","2018/01/16"
"14221","MH602106","AXB53853","2018/01/29"
"14740","MH127364","AVR43116","2018/01/10"
"692","MH637655","AXO65034","2017/12/14"
"2773","MH082075","AVP06548","2017/12/30"
"703","MH637474","AXO64761","2018/01/08"
"713","MH637471","AXO64757","2018/02/10"
"4069","MK502456","QBA98515","2018/03/08"
"4073","MK502198","QBA98136","2018/03/29"
"4072","MK502196","QBA98134","2018/04/05"
"3715","MK401379","QAB04145","2018/02/01"
"5682","MK502656","QBA98804","2018/03/08"
"4064","MK400729","QAB03197","2018/01/22"
"592","MK400715","QAB03183","2018/02/08"
"7448","MK502768","QBA98969","2018/02/10"
"13139","MH779001","AXP19262","2018/01/01"
"5793","MH779034","AXP19295","2018/01/06"
"5801","MK400756","QAB03224","2018/02/06"
"10300","MH294925","AWH63683","2017/12/22"
"2842","MH294814","AWH63572","2017/12/11"
"10448","MH358479","AWK69496","2018/03/19"
"10750","MH307224","AWI46695","2018/02/14"
"8206","MK240577","AZF86282","2018/04/02"
"8353","MK027635","AYG77604","2018/04/09"
"7450","MK502284","QBA98262","2018/02/08"
"44","MH126385","AVR41647","2018/02/03"
"10108","MH586292","AXA19168","2018/02/16"
"14494","MH083040","AVP07996","2017/12/16"
"2946","MH898080","AXY84329","2018/02/23"
"261","MH669563","AXF92961","2018/05/09"
"3896","MH126681","AVR42091","2018/01/21"
"9969","MH601826","AXB53444","2018/02/06"
"3241","MG830968","AUS93767","2017/12/19"
"10316","MH885234","AXX75391","2018/01/23"
"10321","MK381497","AZY87060","2018/02/05"
"10296","MH294869","AWH63627","2017/12/16"
"10301","MH294926","AWH63684","2017/12/26"
"2847","MH294891","AWH63649","2017/12/15"
"3696","MH779023","AXP19284","2018/01/18"
"10294","MH294867","AWH63625","2017/12/12"
"10269","CY264910","AUP48492","2017/12/14"
"14791","MH081859","AVP06223","2017/12/27"
